ore_type_label,depth_mean,fe_pct,cu_pct,sio2_pct,moisture_pct,au_gpt,pit,sample_id,date,is_weekend,is_maintenance,day
Mixed,44.6992190428266,62.639571001341295,0.9519840008243933,3.052008597065083,0.707239388438851,0.8260317870560236,PitA,S0700,2023-01-01,True,False,2023-01-01
Oxide,14.581044132292261,29.35743010960497,,3.2995333635595396,14.359676360206095,0.3198139860962601,PitA,S11681,2023-01-01,True,False,2023-01-01
Sulphide,48.68265904557968,45.252815653960354,,1.2192463094221022,0.41409383185984333,1.3898963225270569,PitA,S5060,2023-01-01,True,False,2023-01-01
Sulphide,35.55188550865742,49.352946514891926,1.58276048078244,0.0,0.0,1.7853723460544282,PitA,S5252,2023-01-01,True,False,2023-01-01
Sulphide,59.499808845542724,54.0076291897867,1.186806277235905,0.7687583558170543,0.8725575168010493,1.3752577175405463,PitA,S7029,2023-01-01,True,False,2023-01-01
Oxide,0.0,3.2860572702343482,2.992358269014052,0.0,3.929782521069428,,PitA,S8131,2023-01-01,True,False,2023-01-01
Oxide,0.0,92.0,0.0,0.0,0.0,5.633343276939245,PitA,S9749,2023-01-01,True,False,2023-01-01
Oxide,7.155211435902066,35.6712647806888,9.711730752670784,4.983653672296438,1.8745530064424782,0.39056865574403615,PitB,S10600,2023-01-01,True,False,2023-01-01
Oxide,0.0,0.0,1.2750516363106887,0.0,5.854409315969001,0.0,PitB,S1333,2023-01-01,True,False,2023-01-01
Oxide,13.574378254301855,,0.6125648517989333,4.072459531565618,1.3659945086915946,0.2704623584822676,PitB,S3089,2023-01-01,True,False,2023-01-01
Oxide,25.396722080728154,18.450695243141435,0.5490677025541133,3.029012010330974,3.07340825900783,0.0,PitB,S3459,2023-01-01,True,False,2023-01-01
Sulphide,41.839770782902065,57.268495545015895,0.9447376540794574,0.9546172770304688,0.3132479795803388,1.89361197874522,PitB,S4748,2023-01-01,True,False,2023-01-01
Mixed,39.599947445675454,37.49665299875657,0.7059628736054677,0.5561595584783391,1.704816599750059,0.4866953303727979,PitC,S10836,2023-01-01,True,False,2023-01-01
Oxide,31.72439034022363,32.92568203594181,0.7918906065239153,3.6680489726259493,1.1923984049566956,0.19998601966081714,PitC,S10992,2023-01-01,True,False,2023-01-01
Sulphide,0.0,19.1501072908384,2.3899226061459364,0.0,0.0,,PitC,S12773,2023-01-01,True,False,2023-01-01
Oxide,6.448759300915386,22.11800019432438,0.2656608467400293,,1.7986801564607071,0.24402962728084573,PitC,S12955,2023-01-01,True,False,2023-01-01
Oxide,18.5069685934115,27.643900131150694,0.4513301008401597,3.6923259591213746,2.478614990591279,0.45358642150211664,PitC,S4601,2023-01-01,True,False,2023-01-01
Sulphide,19.829829978762774,55.86246524759904,1.296513546007527,28.351387660779526,0.5181323003412912,1.0792706829581327,PitC,S6651,2023-01-01,True,False,2023-01-01
Sulphide,32.74367968351703,47.50344045736144,1.4861574823383283,0.9680452454123988,19.673957770104487,1.3416520772560825,PitC,S6711,2023-01-01,True,False,2023-01-01
Sulphide,55.786855440692996,55.12334244189326,0.8692405863872622,1.1019175893951356,0.43017277818429883,1.148230144132061,PitC,S9506,2023-01-01,True,False,2023-01-01
Sulphide,49.832220081038024,53.0813744046858,1.3182816006003224,0.9454345792505061,0.0,1.5223137531174933,PitA,S10695,2023-01-02,False,False,2023-01-02
Oxide,17.86728553477206,38.54132439756632,0.7710213637302488,3.158888932535909,2.052663933625583,0.10040703411166274,PitA,S12510,2023-01-02,False,False,2023-01-02
Oxide,16.63354809857347,,0.870880103688715,4.761423676304795,1.7508421440443724,0.5482474626110041,PitA,S14185,2023-01-02,False,False,2023-01-02
Oxide,3.1113730019702013,41.5468255248866,0.5154534645377451,4.230540936948351,1.075590145751909,0.5272025008487558,PitA,S1829,2023-01-02,False,False,2023-01-02
Oxide,14.105674650054919,27.101250153107113,0.2430529518456347,4.061938430016927,2.4976639614478575,0.2671960430093237,PitA,S3944,2023-01-02,False,False,2023-01-02
Oxide,,34.72000478269393,0.6911080124382634,4.491568874051483,2.533038126976062,0.11831662019154643,PitA,S5360,2023-01-02,False,False,2023-01-02
Mixed,,53.46016215828736,0.8319302502716525,2.7885432996414132,1.0623717057752613,0.06558610310962637,PitA,S6482,2023-01-02,False,False,2023-01-02
Oxide,2.9211028852732164,38.8106563431598,0.8703703348363112,,2.5792054882836117,0.4416809115435415,PitA,S9188,2023-01-02,False,False,2023-01-02
Oxide,2.7717051335577496,34.14340156566494,0.6133595267558634,3.7261044284444047,1.4586113607614055,0.36551460016087367,PitB,S11618,2023-01-02,False,False,2023-01-02
Oxide,16.29580488507265,41.04469245635929,0.3296982944248975,3.028703712634409,2.252821189562228,0.09328698085593795,PitB,S11666,2023-01-02,False,False,2023-01-02
Mixed,67.90621534799608,0.0,0.0,0.0,5.849256116460189,2.0221905625743117,PitB,S12029,2023-01-02,False,False,2023-01-02
Mixed,22.380640468254164,28.46892066081261,0.8176451184116231,2.7129988824578133,1.4357057472077788,0.4060564967923883,PitB,S14001,2023-01-02,False,False,2023-01-02
Sulphide,27.480168247681302,,1.3599907362942707,0.14885440980561376,,,PitB,S14330,2023-01-02,False,False,2023-01-02
Sulphide,24.407522703747865,57.75630971345597,0.921758296317088,0.2590059907140601,0.430765520154345,,PitB,S1890,2023-01-02,False,False,2023-01-02
Mixed,0.0,43.167165286477115,3.1708252741375826,0.0,0.0,5.4143891943154285,PitB,S5256,2023-01-02,False,False,2023-01-02
Mixed,18.699574421546714,35.47528861289611,0.6839979795772222,2.4909942354182886,1.9601407158304214,1.2079120327695279,PitB,S5333,2023-01-02,False,False,2023-01-02
Mixed,39.102053490717125,0.0,0.0,16.79265653951386,4.458808363508456,0.0,PitC,S1127,2023-01-02,False,False,2023-01-02
Oxide,7.679754681241198,31.104373288684258,0.12036810390414418,4.254907621994931,0.3203213496497041,0.0,PitC,S3835,2023-01-02,False,False,2023-01-02
Sulphide,47.446734116023144,47.564365699841645,1.189986842593334,0.9310028775291398,0.21146342832555554,0.922906169437535,PitC,S3931,2023-01-02,False,False,2023-01-02
Sulphide,22.671387833252517,52.558756183490104,1.0871001540117344,0.0,0.3471803671399842,1.139584691412614,PitC,S9809,2023-01-02,False,False,2023-01-02
Sulphide,0.0,92.0,2.4827878481860686,0.0,2.672618298927656,9.83737748738113,PitA,S0210,2023-01-03,False,False,2023-01-03
Mixed,10.531428797016016,32.292767670385196,0.652124683802465,0.39561711000087796,2.005721621483858,1.0838844337488003,PitA,S0403,2023-01-03,False,False,2023-01-03
Mixed,26.05408492927107,41.946019518183945,0.5965350829633993,,0.9887481215125553,0.5907955246101073,PitA,S12416,2023-01-03,False,False,2023-01-03
Sulphide,24.479757511017006,50.915885975505525,1.70037825155837,1.4755921015794329,0.7053097009813636,18.457805881137784,PitA,S13990,2023-01-03,False,False,2023-01-03
Mixed,9.548039450396201,30.406241620813425,1.1479662238956645,1.3679942056557755,1.2795496520695273,1.256946711378218,PitA,S14222,2023-01-03,False,False,2023-01-03
Sulphide,30.97864536983434,54.529607754085816,1.3611523214279027,,0.41039417304156384,2.454401348499801,PitA,S2116,2023-01-03,False,False,2023-01-03
Oxide,20.70295028719143,35.61154729043997,0.33532604177206127,3.188544525438833,1.6771413014635588,0.41841868034403795,PitA,S6110,2023-01-03,False,False,2023-01-03
Mixed,31.27433290884302,40.26653347847104,0.9895545715333737,3.975732925105189,1.7703369801925883,0.5353345637172496,PitA,S6487,2023-01-03,False,False,2023-01-03
Sulphide,8.429748326473645,52.540987322197225,1.488784612254559,1.3101055786199676,0.4342031022718044,1.4007393050783472,PitA,S8182,2023-01-03,False,False,2023-01-03
Oxide,26.13349042542169,0.0,2.98080158926286,2.982764364791688,1.3205726593661509,4.296567050347275,PitA,S8399,2023-01-03,False,False,2023-01-03
